comment,contentposprob,contentnegprob,contentconfi,contentsenti
"('坐等结果',)",0.069431,0.930569,0.845709,0
"('成都四十九中回应学生在校高坠离世希望每个人都能努力去守住身边每一个孩子心里的光他们是这个国家的未来',)",0.979558,0.0204424,0.954572,2
"('莫让守法维权者变成不愿看到的样子',)",0.00438621,0.995614,0.990253,0
"('等待一个结果',)",0.0795965,0.920404,0.823119,0
"('务必要实事求是',)",0.0100001,0.99,0.977778,0
"('等结果',)",0.0174495,0.98255,0.961223,0
"('不是现在谁都有权发蓝底白字的公告的么这不是警方专用的图片格式么',)",0.00168112,0.998319,0.996264,0
"('彻查',)",0.291043,0.708957,0.353238,0
"('据说还自行把尸体火化了朱朝阳直呼内行',)",0.0650772,0.934923,0.855384,0
"('建议学校监控和公安联网备份',)",0.140748,0.859252,0.687226,0
"('为什么这里热度这么少',)",0.00207676,0.997923,0.995385,0
"('转发微博',)",0.959683,0.0403165,0.910408,2
"('法治社会发生这种事真的太离谱了',)",0.000312752,0.999687,0.999305,0
"('说实话学校就是要走法律程序',)",0.0433774,0.956623,0.903606,0
"('无论前因后果如何事情的发展太不符合逻辑希望官媒发声能给这件事情的发展带来积极作用若不想被猜忌被造谣就请还给受害者家人和公众一个事实而不是靠外交手段来逃避是可忍孰不可忍',)",2.97014e-05,0.99997,0.999934,0
"('学校的处理方式实在是不能理解',)",0.00241235,0.997588,0.994639,0
"('热度不够顶上去只为孩子的妈妈求一个真相',)",0.00368191,0.996318,0.991818,0
"('转发微博',)",0.959683,0.0403165,0.910408,2
"('顶',)",0.999125,0.000875407,0.998055,2
"('等结果',)",0.0174495,0.98255,0.961223,0
"('好可怕',)",0.00287307,0.997127,0.993615,0
"('等结果等事实最重要',)",0.00763463,0.992365,0.983034,0
"('终于有官媒发声了希望彻查还用高考威胁其它的同学真的太黑暗了',)",0.345908,0.654092,0.231315,0
"('心痛等待真相希望大媒体能够持续跟踪关注',)",0.736772,0.263228,0.41505,2
"('正常以前被偷东西了学校也这样说',)",0.0219952,0.978005,0.951122,0
"('而不是本地官方微博全部关闭评论实事求是比啥都强',)",0.0163154,0.983685,0.963744,0
"('唯求给家长一个真相公开透明才能抚慰人心',)",0.0301446,0.969855,0.933012,0
"('雁的坠落过程不应就此埋尘失孤之燕有知道真相的权利希望有后续的真相',)",0.0474705,0.952529,0.89451,0
"('学校校长的亲戚是自媒体的吧提供绝佳话题',)",0.920431,0.0795686,0.823181,2
"('良心媒体',)",0.989967,0.010033,0.977704,2
"('尊重警察尊重媒体不轻信不谣传希望可以看到事情的真相',)",0.00932894,0.990671,0.979269,0
"('终于',)",0.99872,0.00127961,0.997156,2
"('愿世人皆得好眠',)",0.998021,0.00197902,0.995602,2
"('希望成都49中早日公布真相',)",0.042427,0.957573,0.905718,0
"('谢谢官方媒体发声',)",0.993986,0.00601434,0.986635,2
"('谢谢参考消息',)",0.997971,0.00202948,0.99549,2
"('求真相',)",0.044792,0.955208,0.900462,0
"('希望正义公道',)",0.780788,0.219212,0.512863,2
"('成都49中',)",0.901161,0.0988392,0.780357,2
"('太好了你终于看到了这下妥妥的能给家长个交待了',)",0.999509,0.000491396,0.998908,2
"('上去',)",0.893592,0.106408,0.763538,2
"('顶上去',)",0.968585,0.0314153,0.930188,2
"('转发官媒希望知道真相的同学能勇敢站出来希望学校拿出监控舆论已经到这一步了盖是盖不住的实事求是尊重逝者法治社会请依法处理',)",0.00595346,0.994047,0.98677,0
"('顶',)",0.999125,0.000875407,0.998055,2
"('感谢帮可怜的妈妈发声',)",0.996468,0.00353201,0.992151,2
"('公道自在人心',)",0.990861,0.00913866,0.979692,2
"('上去',)",0.893592,0.106408,0.763538,2
"('希望能持续关注和发生事实真相参考消息',)",0.836294,0.163706,0.636209,2
"('官媒加油',)",0.999899,0.000100602,0.999776,2
"('人命关天',)",0.196275,0.803725,0.563834,0
"('蹲一个官方后续报告',)",0.864807,0.135193,0.699571,2
"('彻查',)",0.291043,0.708957,0.353238,0
"('请您持续关注心疼啊',)",0.350126,0.649874,0.221942,0
"('等待真相',)",0.258194,0.741806,0.426236,0
"('顶上去',)",0.968585,0.0314153,0.930188,2
"('相信正义等待真相',)",0.60668,0.39332,0.125955,2
"('让真相不再沉默',)",0.817561,0.182439,0.594581,2
"('成都49中求真求实',)",0.905099,0.0949006,0.78911,2
"('谢谢发声',)",0.998294,0.0017057,0.99621,2
"('等待警察的处理',)",0.369352,0.630648,0.179218,0
"('为什么坐等后续',)",0.0224061,0.977594,0.950209,0
"('顶',)",0.999125,0.000875407,0.998055,2
"('请给父母一个公道',)",0.919445,0.0805553,0.820988,2
"('Up',)",0.992392,0.00760813,0.983093,2
"('坐等真相',)",0.372662,0.627338,0.171862,0
"('等事实真相',)",0.5569,0.4431,0.0153343,2
"('为啥不提供监控',)",0.00334773,0.996652,0.99256,0
"('监控没坏就不错了',)",0.909457,0.0905426,0.798794,2
"('请官媒主持公道',)",0.0546663,0.945334,0.878519,0
"('“四十九中事件”这种不及时实事求是回应家属和公众关切的处理方式给人一种特别熟悉的感觉像谁呢想来想去想到了特斯拉',)",0.0140935,0.985906,0.968681,0
"('终于感谢',)",0.999872,0.000127756,0.999716,2
"('給力',)",0.984376,0.0156243,0.965279,2
"('热度上去',)",0.498763,0.501237,0.97526,1
"('你好样的',)",0.928385,0.0716149,0.840856,2
"('热搜还在“沸”希望每个学校都不要像成都49中一开始的态度去处理类似事件希望早上能看到调查真相',)",0.0225484,0.977452,0.949893,0
"('谢谢你',)",0.99305,0.00695009,0.984555,2
"('终于有官媒了',)",0.998906,0.00109423,0.997568,2
"('第一个真相',)",0.169142,0.830858,0.624129,0
"('实事求是',)",0.0184188,0.981581,0.959069,0
"('十几年的参考消息没白订',)",0.454659,0.545341,0.0931746,1
"('期待真相水落石出',)",0.0906623,0.909338,0.798528,0
"('感谢发声',)",0.999203,0.000796884,0.998229,2
"('顶',)",0.999125,0.000875407,0.998055,2
"('不予置评又怎么样呢无论真相如何都不应该如此处理吧',)",0.000180932,0.999819,0.999598,0
"('终于',)",0.99872,0.00127961,0.997156,2
"('等一个结果',)",0.010123,0.989877,0.977504,0
"('等结果',)",0.0174495,0.98255,0.961223,0
"('成都49中期待真相太难受了',)",0.00242184,0.997578,0.994618,0
"('等结果',)",0.0174495,0.98255,0.961223,0
"('转发微博',)",0.959684,0.0403165,0.910408,2
"('坐等结果感谢官媒',)",0.979287,0.0207134,0.95397,2
"('那是一个孩子的性命谁也无权剥夺',)",0.00797268,0.992027,0.982283,0
"('终于等到大媒体了',)",0.988193,0.0118073,0.973761,2
"('赶紧了解情况让大家安心啊',)",0.955222,0.0447776,0.900494,2
"('属于官媒吗这个',)",0.0265556,0.973444,0.940988,0
"('希望真相大白',)",0.669047,0.330953,0.264549,2
"('头次见写稿子不敢打校名',)",0.0145427,0.985457,0.967683,0
"('居然还有媒体愿意发声太难得了',)",0.0182434,0.981757,0.959459,0
"('希望不要辜负门口的求真求实四个大字',)",0.148767,0.851233,0.669406,0
"('谢谢官媒发声期待真相',)",0.84564,0.15436,0.656977,2
"('还是新华社旗下媒体的靠谱',)",0.230222,0.769778,0.488395,0
"('不带节奏只是希望还事实真相给失去孩子的母亲一个交代',)",0.0788181,0.921182,0.824849,0
"('谢谢官媒为普通老百姓发声只求一个真相',)",0.439597,0.560403,0.0231175,0
"('谢谢发声感动了',)",0.999868,0.000132145,0.999706,2
"('学校给家长看了监控然而刚刚好少了事发那一段孩子母亲微博有说明',)",0.439803,0.560197,0.0226593,0
"('upupupup',)",0.995835,0.00416542,0.990744,2
"('参考消息办大事',)",0.932408,0.0675916,0.849796,2
"('哭了希望还父母一个真相感谢发声的每一个人长这么大第一次深刻感受到学校真的能一手遮天直接把人拉到殡仪馆死无对证太残忍了为了推脱责任什么都做的出来',)",0.0314674,0.968533,0.930072,0
"('等待官博发声未知全貌不予置评',)",0.154049,0.845951,0.657669,0
"('多一些媒体关注吧',)",0.111486,0.888514,0.752253,0
"('希望快点查清楚',)",0.0727314,0.927269,0.838375,0
"('希望不要沉',)",0.240527,0.759473,0.465496,0
"('终于有媒体发声了',)",0.996479,0.00352119,0.992175,2
"('终于有一个大媒体说话了',)",0.992821,0.0071786,0.984048,2
"('致敬参考消息',)",0.999875,0.000124608,0.999723,2
"('无论事情真相如何学校处理事情的态度和方法都极有问题',)",0.000245801,0.999754,0.999454,0
"('上去',)",0.893592,0.106408,0.763538,2
"('顶',)",0.999125,0.000875407,0.998055,2
"('致敬',)",0.999944,5.60134e-05,0.999876,2
"('发声真帅',)",0.999862,0.000138236,0.999693,2
"('太好了有官媒站出来了',)",0.999662,0.000337927,0.999249,2
"('痛心希望官媒的发声能引起相关部门的重视一定要查个水落石出啊啊',)",0.00131537,0.998685,0.997077,0
"('对只有实事求是地说明真相才是唯一的办法',)",0.00378233,0.996218,0.991595,0
"('一定要讨出公道啊热搜就很迷惑叫人不得不猜测是“力量”在压这都是啥世道啊“权钱”啊普通人真的太卑微了',)",0.0973777,0.902622,0.783605,0
"('等结果',)",0.0174495,0.98255,0.961223,0
"('怎么图片评论啊',)",0.00595374,0.994046,0.986769,0
"('意外不意外都说不准',)",0.190663,0.809337,0.576304,0
"('感谢发言',)",0.997093,0.00290745,0.993539,2
"('给那位母亲以及家人真相',)",0.317922,0.682078,0.293508,0
"('说的对',)",0.955264,0.0447362,0.900586,2
"('希望真相不被掩盖',)",0.0385076,0.961492,0.914428,0
"('顶',)",0.999125,0.000875407,0.998055,2
"('还母亲一个公道',)",0.933515,0.0664851,0.852255,2
"('不愧为我们全家最喜欢的媒体从小看您长大的谢谢您正义发声',)",0.999926,7.35628e-05,0.999837,2
"('頂頂頂頂頂',)",0.939792,0.0602081,0.866204,2
"('请求官方查明真相',)",0.0022214,0.997779,0.995064,0
"('顶',)",0.999125,0.000875407,0.998055,2
"('不管事实是怎样学校表现都太过冷漠希望早日查明真相',)",0.000347812,0.999652,0.999227,0
"('给爷上',)",0.871804,0.128196,0.71512,2
"('希望有更多的媒体能够站出来',)",0.932941,0.0670591,0.85098,2
"('父母现在看到孩子了没先让父母看看孩子',)",0.8084,0.1916,0.574221,2
"('希望尽快查清真相',)",0.0149198,0.98508,0.966845,0
"('等结果',)",0.0174495,0.98255,0.961223,0
"('upup',)",0.820519,0.179481,0.601154,2
"('求一个真相',)",0.0381631,0.961837,0.915193,0
"('感谢官媒发声',)",0.999203,0.000796884,0.998229,2
"('等待真相',)",0.258194,0.741806,0.426236,0
"('什么叫TM的善后',)",0.00123746,0.998763,0.99725,0
"('谢谢',)",0.997967,0.00203329,0.995482,2
"('一定要找出真相',)",0.017751,0.982249,0.960553,0
"('希望明天这个事能有个结论',)",0.0405359,0.959464,0.90992,0
"('麻烦严查',)",0.00256928,0.997431,0.99429,0
"('期待一个真相',)",0.0984367,0.901563,0.781252,0
"('upup',)",0.820519,0.179481,0.601154,2
"('没看错你',)",0.763143,0.236858,0.47365,2
"('上去',)",0.893592,0.106408,0.763538,2
"('昨天编辑好了挑个阴间时间发布群众是这么好糊弄的吗几句话一条人命就说完了证据时间轴什么的好歹列出来啊没这个水平你教育局出来公布什么还得公安局来',)",0.000113468,0.999887,0.999748,0
"('啥意思啊家长不能看尸体法医能看家长不能看监控警察能看然后全是官方口径完全放弃公信力了吗',)",6.59003e-06,0.999993,0.999985,0
"('冰冷的文字无法让大众信服请曝光监控',)",0.0014518,0.998548,0.996774,0
"('好好解释一下时间差跳楼时间救护车到场事件通知家长时间要的东西很简单用时间人物的方法描述还原一下整个过程怎么就这么难啊',)",0.0024872,0.997513,0.994473,0
"('好像少了点东西吧不需要询问一下同学老师家长这中学生发生坠楼前的几天或几周内的有没有反常举动如果有反常那么并不能排除他人所为或许和坠楼案有关联',)",0.0313401,0.96866,0.930356,0
"('我们知道他们在说谎他们也知道他们在说谎他们知道我们知道他们在说谎我们也知道他们知道我们知道他们在说谎但是他们依然在说谎',)",0.00959298,0.990407,0.978682,0
"('太扯了想这样了事吗真敢编',)",3.18445e-06,0.999997,0.999993,0
"('一个母亲节还给妈妈发消息说母亲节快乐的人这么有爱的孩子我不信是因为个人原因选择轻生',)",0.860454,0.139546,0.689898,2
"('看来不是楼梯跌落高坠是从几楼坠落的既然技术认定是自杀没有外力只是个人原因不明是自己默默走到知行楼攀爬跳下的监控有记录到吗',)",0.012348,0.987652,0.97256,0
"('把监控公布出来一切真相大白',)",0.0659976,0.934002,0.853339,0
"('这样的事件最后给出的原因大多都是“个人行为”至于信不信就见仁见智了',)",2.77673e-05,0.999972,0.999938,0
"('看了就来气什么高度重视什么举一反三引以为戒真想爆粗口',)",4.72468e-05,0.999953,0.999895,0
"('学校就没责任了',)",0.0941867,0.905813,0.790696,0
"('学校这反应我是不敢相信你说的',)",0.0637277,0.936272,0.858383,0
"('评论区希望得到的结论校园暴力老师体罚谋杀',)",0.00784307,0.992157,0.982571,0
"('看了这个新闻下面的留言我觉得我们国家普法任重道远非正常死亡首先是警察会封锁现场封锁所有相关证据直到调查结果出来包括家属和学校都不能调阅和私自移动任何东西包括监控还有说拉去火化的尼玛死亡了法医不鉴定谁敢烧一个个嘴炮像白痴一样',)",4.47333e-05,0.999955,0.999901,0
"('不让家长见孩子不让看监控就铁定有问题监控是反应事实经过的最客观最真实学校不让看说白了就是故意掩盖事实心虚成什么样了',)",3.16581e-05,0.999968,0.99993,0
"('好家伙错别字先改一改吧',)",0.099752,0.900248,0.778329,0
"('为什么不是公安通报哪里的检查组成员都有谁',)",0.000858601,0.999141,0.998092,0
"('反正我不信',)",0.00104369,0.998956,0.997681,0
"('什么样的结果才能满足评论区',)",0.112403,0.887597,0.750216,0
"('这种回应真的让人寒心绝望',)",0.000155468,0.999844,0.999654,0
"('疑问众多',)",0.55553,0.44447,0.0122882,2
"('18点40出的事家长9点才知道中间的时间被谁偷走了',)",0.0025983,0.997402,0.994226,0
"('监控可以看看吗',)",0.278642,0.721358,0.380796,0
"('挺简单的一个事件',)",0.182701,0.817299,0.593997,0
"('不懂就问监控去哪了',)",0.00909075,0.990909,0.979798,0
"('这个成华教育用户已经不存在了吗',)",0.000699853,0.9993,0.998445,0
"('希望查明真相',)",0.00695156,0.993048,0.984552,0
"('视频交出来比啥都强说这么多没用的',)",0.0782544,0.921746,0.826101,0
"('就这',)",0.456282,0.543718,0.125642,1
"('我就一个疑问学生坠亡学校第一时间不联系家长也不报警确认死亡后直接拉火葬场了之后监控就看不到了合法的学校怎么像是在掩盖非法的勾当',)",2.18389e-05,0.999978,0.999952,0
"('这么大的孩子说没就没你学校一句个人行为就能让当家长的信服吗做那些小动作为啥呢',)",0.000121231,0.999879,0.999731,0
"('这么简单一件事为什么没有第一时间让家长知道事件的来龙去脉不可思议的处理方式',)",0.00125857,0.998741,0.997203,0
"('成华教育发布这号怎么没了跑路了',)",0.0362646,0.963735,0.919412,0
"('当事人家长说出事那段监控没有了谁说的对啊',)",0.0028706,0.997129,0.993621,0
"('为什么前期要遮遮掩掩',)",0.00342561,0.996574,0.992388,0
"('有了瞒豹事件我已经不相信这种说明了除非给我看监控',)",0.000694015,0.999306,0.998458,0
"('监控放出来看看',)",0.211718,0.788282,0.529516,0
"('“5月9日下午5时40分许她将儿子送到了学校而儿子坠楼的时间是6时40分许仅仅返校一个小时儿子怎么就死了”大家注意时间如果一个小时内男孩在学校没有发生什么那就要想想之前他和他母亲之间发生了什么是否有争执矛盾学校说的很可能是真的也就是自杀成都四十九中回应学生在校高坠离世',)",0.00362119,0.996379,0.991953,0
"('这样也太轻率了吧',)",0.000232556,0.999767,0.999483,0
"('公安局发的我都不一定信',)",0.00546362,0.994536,0.987859,0
"('自己跳下去的学校不是该孩子跳下去后就通知家属么',)",0.00421766,0.995782,0.990628,0
"('你我皆是蝼蚁帮人就是帮自己',)",0.935782,0.0642176,0.857294,2
"('都拉去火化了监控也“坏”了肯定是你说啥就是啥了',)",0.000365558,0.999635,0.999188,0
"('到底是否存在视频缺失提前火化等网络关注的事情如果有请学校回复大家的关切以及原因如果没有请把网络上那些谣言传播引导者抓起来',)",0.00262222,0.997378,0.994173,0
"('如果事情这么简单一开始真没必要捂着盖着',)",0.0105668,0.989433,0.976518,0
"('我不信',)",0.00836204,0.991638,0.981418,0
"('家长同意将学生跳楼事情经过视频发在网上公布吗',)",0.00117334,0.998827,0.997392,0
"('早该如此有公安的法医鉴证不就行了吗非得拖拖拉拉你看看现在公知恨国党全部下场开始传谣了以后拖拉不作为引发舆情的也要追责',)",0.000229215,0.999771,0.999491,0
"('我们学校外卖被偷都能去保安室请求调监控这都死人了怎么反而还不让家属看了呢',)",0.000735824,0.999264,0.998365,0
"('你真的是公信力越来越差了也开始说瞎话了',)",0.000167094,0.999833,0.999629,0
"('为什么不是警方发布监控为什么不公开坠楼前发生了什么为什么不是第一时间叫120',)",0.000742018,0.999258,0.998351,0
"('教育局发布警方调查通报那要警方何用',)",0.00287148,0.997129,0.993619,0
"('曝光监控',)",0.00399455,0.996005,0.991123,0
"('有猫腻',)",0.0356764,0.964324,0.920719,0
"('谁排除的',)",0.0200042,0.979996,0.955546,0
"('呵呵这套词谁都会背了',)",0.0899317,0.910068,0.800152,0
"('我们国家没有种族歧视只有草菅人命',)",0.0138976,0.986102,0.969116,0
"('人可以撒谎监控不能',)",0.0480009,0.951999,0.893331,0
"('这个社会好让人失望啊',)",0.00629481,0.993705,0.986012,0
"('你看我们相信么',)",0.082376,0.917624,0.816942,0
"('唉一声叹息以前的同事最近家里也出了件大事晚上家人还在他十二岁的儿子不知咋就从22楼跳下去了还砸死了一个遛弯的老太太现在的孩子心里不知咋想的',)",0.00866516,0.991335,0.980744,0
"('奥特错人了',)",0.545555,0.454445,0.0888932,1
"('学校是可怕的缺乏心理支持当一个孩子不能把压力和烦恼的不称职的学校和“自杀了”都学校教育和当地政府机构都很快说”个人决定”这是他的选择我肯定了他会选择住如果学校提供的专业和快乐的环境你怎么能把一个孩子”毁了自己的生活”当作替罪羊呢?学校里发生的一些事情是他自杀的前兆',)",0.0119434,0.988057,0.973459,0
"('这不是糊弄人了监控画面为啥不公布你觉得这里面没问题有人信吗',)",8.2226e-05,0.999918,0.999817,0
"('好的刑事案件',)",0.997463,0.00253665,0.994363,2
"('不要敷衍了事是一个生命没了',)",0.00126635,0.998734,0.997186,0
"('就这请把监控拿出来这个时候说已经不算事实了',)",0.000449934,0.99955,0.999,0
"('教育局自己查自己敢不敢公布监控这种新闻不值得关注吗人民日报央视新闻',)",0.000430085,0.99957,0.999044,0
"('最后的反抗怕也是无能为力了',)",0.354619,0.645381,0.211958,0
"('通报根据现场攀爬痕迹足迹和指纹印证认定高坠属个人行为现场足迹指纹首要要认定是高坠学生的然后结合分布和朝向公安机关可以判断系高坠学生自主完成生命的逝去令人痛心成都49中',)",0.990954,0.00904643,0.979897,2
"('至少让家长看一下吧金主的小阳把监控拿出来让大家瞄一眼',)",0.00640708,0.993593,0.985762,0
"('越来越一文不值的公信力',)",0.00773862,0.992261,0.982803,0
"('家长自己去找证据吧别指望这些人了',)",0.000718357,0.999282,0.998404,0
"('你说你的可是孩子没了',)",0.0370977,0.962902,0.917561,0
"('对啊公布监控是最好的办法',)",0.75537,0.24463,0.456378,2
"('这个结论要是有问题如果推翻了这个结论那不单单就是教育局跟学校的事情了还有派出所一系列相关单位最可怕的是最后即便还原事实真相后是不是也会不了了之呢',)",0.000458117,0.999542,0.998982,0
"('呸个人行为鬼信哦凤凰网',)",0.000316465,0.999684,0.999297,0
"('Una-PJY',)",0.99318,0.00681973,0.984845,2
"('没监控就是假的',)",0.000453216,0.999547,0.998993,0
"('无语',)",0.000229932,0.99977,0.999489,0
"('教育部领衔下的教育局差到家了自己就是反面教材还怎么育人',)",0.00104744,0.998953,0.997672,0
"('说真的我不信',)",0.00285361,0.997146,0.993659,0
"('谁干的',)",0.0157742,0.984226,0.964946,0
"('监控呢',)",0.136749,0.863251,0.696114,0
"('在成都的校园走一走走一走',)",0.995364,0.00463575,0.989698,2
"('一般学校会先采取对其用品的进行搜索不留下不良记录【遗书日记来往手机内容等】所以绝不会第一时间报到110当然不是说这起案件也是这个情况相信警方吧',)",0.0557693,0.944231,0.876068,0
"('唉世道变了人变坏了某些有权有势的更坏',)",0.00740336,0.992597,0.983548,0
"('完全不信政府和学校的一面之词要么就公布监控要么就请中央介入',)",4.4382e-05,0.999956,0.999901,0
"('所以这就是成都警务的公信力',)",0.626037,0.373963,0.168971,2
"('你相信吗',)",0.0441104,0.95589,0.901977,0
"('鬼相信一颗千疮百孔的心',)",0.476427,0.523573,0.52855,1
"('现在的Jc连剧本杀玩家都不如',)",0.00778039,0.99222,0.98271,0
"('我连一个标点符号都不信',)",0.003328,0.996672,0.992604,0
"('这篇很是干脆啊之前澎湃新闻的好歹还说完善细节这里直接盖棺定论了前者还想着怎么圆谎这里直接连谎都不圆了就是自杀爱信不信',)",0.00303438,0.996966,0.993257,0
"('不公布视频无法让人相信',)",0.000870746,0.999129,0.998065,0
"('那为什么会坠楼呢原因呢同班同学都没一个人知道的吗',)",0.021416,0.978584,0.952409,0
"('一个快成年快进入社会的孩子个人行为对不起我信不了',)",0.0113757,0.988624,0.97472,0
"('然后呢“个人行为”就完事儿了真够“利索痛快的”[康乃馨][康乃馨][康乃馨]监控给人家父母看清楚了那是个活生生的孩子',)",0.000676797,0.999323,0.998496,0
"('发布内容基本都成了格式版本了',)",0.642703,0.357297,0.206006,2
"('监控到底有没有缺失',)",0.0184816,0.981518,0.95893,0
"('让子弹飞一会儿先坐下来看各路编剧戏精云端神探的表演',)",0.993275,0.00672501,0.985056,2
"('成都四十九中回应学生在校高坠离世这事要说学校集体隐瞒凶手个人觉得可能性还是不大除非是群体作案否则利益不统一哪怕是校董干的现在法治社会谁会冒天下之大不韪一起帮着隐瞒至于学校的很迷的骚操作和教育局充当公安部发通告都是赶紧大事化小怕对学校影响不好的骚操作',)",0.00693545,0.993065,0.984588,0
"('扯淡我就孩子问家长为什么没有权利看尸体关键时间点的监控公布一下',)",3.33261e-05,0.999967,0.999926,0
"('我傻了这啥啊直接全盘否认',)",0.000111152,0.999889,0.999753,0
"('警察的调查由你教育口的发布',)",0.00131529,0.998685,0.997077,0
"('现在指责谁都太早等待公安机关的最终通告如果是真的不给家属看监控那确实是校方的错如果家属说的是假话校方不明确指出那么校方依旧有错不过这一切都不能代表他杀自杀还是他杀还是看警方的证据',)",0.0010342,0.998966,0.997702,0
"('成都市长还是换个人来当吧弄的乌烟瘴气视人命如草芥',)",0.000325387,0.999675,0.999277,0
"('那为啥着急着火化',)",0.0375579,0.962442,0.916538,0
"('这是把责任理清楚了',)",0.00357249,0.996427,0.992061,0
"('孩子莫名其妙没有了再给你个莫名其妙的官方理由发布个莫名其妙的家属情绪稳定为莫名其妙的郭嘉掘出一块墓地',)",3.85339e-05,0.999961,0.999914,0
"('我觉得这事和这学生家庭情况有很大关系',)",0.0895703,0.91043,0.800955,0
"('家长说的也未必都是事实家长说被火化了事实没有您要来点面包吗18点40出的事家长9点才知道中间的时间被谁偷走了',)",0.000156006,0.999844,0.999653,0
"('没人信最好让跨省来调查',)",0.00565153,0.994348,0.987441,0
"('不管别人信不信反正我是信了',)",0.430641,0.569359,0.0430197,0
"('公布监控视频',)",0.015869,0.984131,0.964736,0
"('严查到底',)",0.00580247,0.994198,0.987106,0
"('这个监控视频坏的真是时候老百姓真是佩服了[广告][广告][广告]',)",0.00011578,0.999884,0.999743,0
"('监控',)",0.580233,0.419767,0.0671844,2
"('这个通报基本就一个意思他死和我没关系你有异议就走司法程序这tm还是搞教育的参与的通告一点人味都没',)",3.42055e-06,0.999997,0.999992,0
"('他是碰到什么事情跳不知道网友不了解真实情况最关键是让孩子家长能接受调查结果',)",0.00146173,0.998538,0.996752,0
"('监控呢没法信服怎么说呢官方总归有办法',)",0.00706402,0.992936,0.984302,0
"('公开监控',)",0.450897,0.549103,0.0179464,1
"('官腔套话拿视频证据',)",0.0236061,0.976394,0.947542,0
"('唉',)",0.00199998,0.998,0.995556,0
"('这种结论都不会信',)",0.000623895,0.999376,0.998614,0
"('监控呢怎么不公布监控',)",0.00431627,0.995684,0.990408,0
"('即使孩子是自己跳原因呢好端端的孩子为什么在学校跳楼学校为什么没有监管预防',)",0.00326988,0.99673,0.992734,0
"('为啥就那段时间监控没有',)",0.0113731,0.988627,0.974726,0
"('好家伙三千多条评论中正面拥护通告的极少极少大多是质疑和不信任这到底是怎么回事一声长叹啊',)",0.00104645,0.998954,0.997675,0
"('公安机关说还在查',)",0.0127121,0.987288,0.971751,0
"('如果真是这样请把监控拿出来看',)",0.000495628,0.999504,0.998899,0
"('冰冷的文字无法让大众信服请曝光监控',)",0.0014518,0.998548,0.996774,0
"('区片领导全枪毙',)",0.0102131,0.989787,0.977304,0
"('一D专政官威就可以只手遮天管你人民怎么想',)",0.0784873,0.921513,0.825584,0
"('为什么学校不敢让家属看监控到底怕什么什么',)",0.0259631,0.974037,0.942304,0
"('这就是成都公安机关的实力这么多群众看到的可疑点对他们来说就是无视',)",0.00149938,0.998501,0.996668,0
"('说的啥模棱两可的',)",0.00515632,0.994844,0.988541,0
"('公布的程序起码应该有像货拉拉事件的起因经过结果吧就这',)",0.000175833,0.999824,0.999609,0
"('监控呢',)",0.136749,0.863251,0.696114,0
"('侮辱智商的通告又是拖延时间又是删监控又是下封口令傻子才相信校方是清白的',)",4.42839e-05,0.999956,0.999901,0
"('你们自己信吗',)",0.00144224,0.998558,0.996795,0
"('这个通报为什么不是警察发布',)",0.000371996,0.999628,0.999173,0
"('排除刑事案件但不能直接排除学校无责',)",0.076503,0.923497,0.829993,0
"('厉害了我的国',)",0.412444,0.587556,0.0834583,0
"('公安不发布学校发布监控呢这个学校不用细思也恐了',)",0.0255412,0.974459,0.943242,0
"('没有具体的时间线梳理只有简单的套话不足以服众',)",0.00650349,0.993496,0.985548,0
"('监控公布',)",0.134161,0.865839,0.701864,0
"('放屁吧',)",0.000466556,0.999533,0.998963,0
"('悲不悲',)",0.00774742,0.992253,0.982784,0
"('如此国度对年轻一代的漠视与对学生的不尊重得来的将是新中国崛起时的景象历史只会重复从没能改过要知道先烈们的斗争因何而动的能平等和平的生活着谁愿意去乱操心官爷们等待改换吧',)",0.0485692,0.951431,0.892068,0
"('没有说一下是为什么跳楼吗',)",0.00320775,0.996792,0.992872,0
"('国家不要再让我们失望行吗多少次了权贵真好啊用钱买命有钱有权就是无法无天是吗人民的信任是有限的',)",0.068945,0.931055,0.846789,0
"('请看评论区亮了不开精选的结果',)",0.00472897,0.995271,0.989491,0
"('典型的财阀官僚作风一出事就想蒙住遮羞布忽悠大众这些都不值得上热搜吗',)",0.000152668,0.999847,0.999661,0
"('所以监控怎么就偏偏那段放不了呢',)",0.0191629,0.980837,0.957416,0
"('应该首先考虑风的因数',)",0.667681,0.332319,0.261513,2
"('估计监控视频已经删了',)",0.000210976,0.999789,0.999531,0
"('都烧成灰了法医怎么检验的没有家属签字怎么就直接火化了',)",0.00016385,0.999836,0.999636,0
"('真的希望苍天开开眼吧',)",0.0210851,0.978915,0.953144,0
"('骗人的把戏敢公布真相吗还当国人都是傻子',)",1.89529e-06,0.999998,0.999996,0
"('公布视频',)",0.0751307,0.924869,0.833043,0
"('现在学校跟黑社会一样放眼成都居然没有一个官媒报道有种你把监控放出来据说贵校除了厕所其他地方360度无死角的监控',)",0.00132088,0.998679,0.997065,0
"('视频全过程看一下',)",0.987314,0.0126862,0.971809,2
"('写得这么光明磊落那为什么事发当时不通知家长看孩子那是她的亲生骨肉',)",0.00238711,0.997613,0.994695,0
"('我们都知道是坠楼死亡问题在于坠楼是遭到了胁迫如果自愿为什么会跳楼是不是存在校园暴力老师言语过激或体罚情况人命关天用点心',)",0.00463205,0.995368,0.989707,0
