内容,时间
Trick&#x20;or&#x20;Treat&#x20;&#x20;&#x20;&#x0A;今年已经是第二次来上海迪士尼啦，上一次是新年，这次是万圣节的特别活动&#x0A;一进门就看到门口已经全换成南瓜装扮啦，特别有节日氛围，而且达菲也换成了万圣节装扮啦，可惜没有看到玲娜贝儿川沙妲己&#x0A;晚上六点半是万圣节的花车游行，音乐超high，氛围很棒～&#x0A;而且最近开放了cos服的限制，可以在园区里看到各种穿着的游客呢&#x0A;总之，迪士尼万圣节值得来体验哦～,2021-10-20 发布笔记
女宝宝、身高96cm&#x0A;&#x0A;购买了早享卡，七点半到门口直接提前一小时入园没有排队&#x0A;（今年国庆10月3日人真的很少、最热门项目排队不超40分钟）&#x0A;带娃的（比较小的宝宝）建议租一辆像我这样的推车，可坐可睡还有个小帐篷很方便，孩子特别喜欢，大人也省事&#x0A;&#x0A;人少原因估计有以下几点：&#x0A;1.北京环球影城开业分了人流&#x0A;2.3号正好是万圣节开始的前一天（4号就换装万圣节了，还有反派巡游）&#x0A;3.国庆期间普通年卡不能进&#x0A;&#x0A;国庆期间：烟花两场晚上8:00和9:15&#x0A;&#x20;巡游两场12:00和下午3:45&#x0A;&#x20;4号后夜场反派巡游6:00&#x0A;&#x0A;巴斯光年星际营救&#x0A;男孩子可能比较感兴趣，激光射击类游戏&#x0A;胡迪牛仔嘉年华&#x0A;西部小马车很欢快（这个项目排队人较少，早上玩了一遍晚上玩了一遍）目前最爱项目没有之一&#x0A;弹簧狗团团转&#x0A;宝宝版过山车，不惊险不刺激，孩子超喜欢&#x0A;小熊维尼历险记&#x0A;以故事的形式坐着蜂蜜罐开始寻找蜂蜜的冒险旅程&#x0A;旋转蜂蜜罐&#x0A;越简单越照孩子喜欢，不停旋转&#x0A;&#x0A;10:00-11:00迪士尼取景拍摄（给宝宝约摄影师跟拍）&#x0A;11:10-13:00花车巡游午休吃饭宝宝补觉&#x0A;&#x0A;下午项目&#x0A;加勒比海盗&#x0A;场景真的太棒了，我们可能胆子比较大两岁半宝宝玩完全没有负担&#x0A;漫游童话时光&#x0A;里面是讲白雪公主的故事，需要爬楼，还是需要不少体力&#x0A;晶彩奇航&#x0A;这个傍晚的时间玩不错，灯光效果都出来了，坐船游览&#x0A;小飞侠天空奇遇记&#x0A;也是一篇小故事，这个也超适合宝宝，掉着的小飞船在场景里穿梭身临其境的感觉&#x0A;&#x0A;漫威英雄总部、小飞象、旋转木马&#x0A;&#x0A;期间二刷了不少宝宝喜欢的小项目&#x0A;&#x0A;看了表演和两场巡游还有烟花秀&#x0A;&#x0A;所以我们的两岁半的宝宝刷的项目还是非常可观的，圆满结束！&#x20;#上海迪士尼旅游攻略,2021-10-18 发布笔记
国庆节后的周日去的，我们提前10天买的早鸟票十分优惠，订的迪士尼附近的民宿，早上吃了早餐后民宿有车接送到迪士尼乐园&#x0A;建议不要带包，可以走无包通道，节约的时间可以比别人多玩一个飞越地平线&#x0A;拿到票后立马在迪士尼app上领预约排队等候卡，然后先去玩飞越地平线（这个项目全天排队1-2小时）建议先解决&#x0A;推荐项目，飞越地平线-加勒比海盗-7个小矮人矿山车-创极速光轮-抱抱龙冲天赛车&#x0A;Tip:有银联钻石卡（如广发），可提前3天免费预约烟花vip座席观看,2021-10-16 发布笔记
刚刚看到有人说想要玩刺激的项目或者男生没有女朋友不要去迪士尼，我对此一点也不赞同。只要有一颗保持童真的心，谁都是迪士尼的王子公主，欢迎随时随地回家。&#x0A;-&#x0A;在这里有我们从小看到大的卡通人物，在这里有让人热血沸腾的花车表演，当花车表演背景音乐快乐无比响起的刹那真的热泪盈眶的感觉，来了上海迪士尼四次每一次看花车游行都感觉像是去见老朋友！&#x0A;-&#x0A;一些小建议：&#x0A;12:30的花车巡演千万记得看！演员们载歌载舞，各种卡通IP也会出现，花车很华丽！去看一次绝对会值回票价！10月份晚上还会有反派人物的花车游行！&#x0A;-&#x0A;大爆的项目飞跃地平线上午就去排！到了下午排队人会很多！4D的视觉效果，不用的场景会搭配不同的香气哦！视觉和味觉双重享受！&#x0A;-&#x0A;加勒比海盗：值得二刷！也是视觉效果做得特别好！关键是这个游戏项目可以同时容纳多人，排队很快！去玩一天我玩了两次这个！&#x0A;-&#x0A;喜欢刺激项目的朋友记得玩创极速光轮，玩的时候总担心会被甩出去！其实不会啦！爱挑战的冲！&#x0A;-&#x0A;家里有小女孩的家长带她去看冰雪奇缘啊～演员们载歌载舞氛围很好～演出的时候还会有人造雪的环节，很浪漫哦～&#x0A;-&#x0A;比较梦幻的项目当属小飞侠和晶彩迷航！简直来到了一个小朋友的神秘梦境中一般，沉浸式体验！&#x0A;-&#x0A;巴斯光年，如果别的项目都排队到炸裂再来玩吧！比较低龄，激光打枪很没意思。&#x0A;-&#x0A;喜欢星黛露的宝贝们不用担心买不到了，目前抢手第一名的是小狐狸。我们露露虽然是永远的女明星但是在商店里不过有黄牛垄断了哦～&#x20;#旅行家派对,2021-10-13 发布笔记
&#x20;#中秋国庆出游打卡&#x20;&#x20;#旅行家派对&#x20;#旅行拍照技术流&#x20;每年万圣节的迪士尼都是越接近万圣节本日子人气越旺，我们就是去年z有气氛那几天去的，人也是比较多，既要拍照又要刷项目还要购物，当时找了导游带着玩，没按常规攻略走，上午12点前全部项目刷完（除了一些很儿童的项目没去），下午一直就是拍照、购物、吃饭直到晚上烟花，现在分享一下独家秘笈&#x0A;┇万圣节时间：现在-11月7日&#x0A;┇入园前准备&#x0A;购票选好时间，平日和周末人流差很多，接近万圣节本日那几天人流至少double，我们是万圣节那一周周五去的（25号后去基本人会多）&#x0A;买早享卡：一天3000张，159元，提前一小时入园（周末和25号后推荐），排队要所有人一起排队，如果有同伴外面买早餐的回来会发现根本挤不进去队伍了&#x0A;提早开放项目【飞越地平线】【巴斯光年星级营救】【小飞侠天空奇遇】【七个小矮人矿山车】【创极速光轮】【小熊维尼历险记】【加勒比海盗】【抱抱龙冲天赛车】【胡迪牛仔嘉年华】&#x0A;预约码：购票后一定要去官方预约入园时间，预约会有v码，可以截图，早享卡不可截图&#x0A;预约等候卡：还是官方app，找“预约等候卡”但是每天情况不一样，要根据当日调整&#x0A;【雷鸣山漂流】【小飞侠天空奇遇】【七个小矮人矿山车】【创极速光轮】【米奇妙游童话书】&#x0A;每个项目预约后都会有预约时间，要在那个区间去&#x0A;旺季特定时间没有预约等候卡不能玩项目要看下官方app（我去的时候12-17点没预约创极速光轮、七个小矮人、小熊维尼、小飞侠都不能玩）&#x0A;万圣狂欢夜与迪士尼反派见面也要在指定时间指定地点领预约卡不然见不到&#x0A;预约等候卡付费：就是“迪士尼尊享卡”，可以单个景点买，也可以买组合套餐。价格也是根据平日周末节假日而不同，比如单个景点根据不同日子大概是100&#x20;120&#x20;150&#x20;180几个价格，而全部可付费的有12个景点，套餐便宜不少，景点套餐包含8个项目，豪华是12个&#x20;项目，根据自己需要。尊享卡的快票使用时间会宽限很多&#x0A;经典套票：【飞越地平线】【雷鸣山漂流】【巴斯光年星级营救】【小飞侠天空奇遇】【七个小矮人矿山车】【创极速光轮】【晶彩奇航】【加勒比海盗】&#x0A;豪华套票：除了以上还有【抱抱龙冲天赛车】【胡迪牛仔嘉年华】【小熊维尼历险记】【古迹探索营的绳索挑战道】&#x0A;┇刷项目正确方式&#x0A;7:00&#x20;到达园区等候入园&#x0A;8:00&#x20;早享卡入园&#x0A;矿山小矮人—&amp;gt;小熊维尼历险记—&amp;gt;小飞侠天空奇遇—&amp;gt;抱抱龙冲天赛车—&amp;gt;胡迪牛仔嘉年华—&amp;gt;创极速光轮—&amp;gt;加勒比海盗（坐上第一排）—&amp;gt;飞跃地平线—&amp;gt;冰雪奇缘—&amp;gt;米奇巡游—&amp;gt;巴斯光年&#x0A;飞跃地平线很多攻略都说第一个去，所以都奔着这个，先去至少排一小时&#x0A;这些主要项目除了飞跃地平线，基本排队0分钟或者不超过20分钟，飞跃地平线玩的时候快中午了人不少，额外买了单项快票，妥妥12点前都刷完&#x0A;选择单人通道也可以节省时间&#x0A;.&#x0A;上海迪士尼|迪士尼乐园|万圣节|上海旅行|上海迪士尼攻略|上海迪士尼拍照|,2021-10-11 发布笔记
#打卡全球迪士尼&#x20;#中秋国庆出游打卡&#x20;&#x20;#超好玩的主题乐园&#x0A;【行程攻略】&#x0A;行程安排：早上九点半左右到达迪斯尼，如果人多的话可能在门口要排二小时的队，人少的话差不多十分钟左右就能进了吧！建议大家避开高峰时间，如果时间安排的合理的话，那样基本上一天可以刷7、8个项目和一个演出还可以看到花车巡回演出。&#x0A;交通攻略：建议乘坐11号线或自驾去迪斯尼。迪斯尼有很多个停车场，而且收费不一致，差距还是很大的。&#x0A;1、迪斯尼小镇停车场：首小时25元&#x2F;时，第二小时开始12.5元&#x2F;时，最高200元&#x2F;次&#x2F;天&#x0A;2、迪斯尼停车场：7：00-11：30进入100元&#x2F;次&#x2F;车、11：30-20：00进入50元&#x2F;次&#x2F;车、20：00以后进入10元&#x2F;次&#x2F;车&#x0A;PS：要注意同一天车辆出去进入后将重新计算。&#x0A;3、P5、P6停车场：60元&#x2F;次&#x2F;车（车辆每次入场重新计算）&#x0A;4、P1～P4停车场：10元&#x2F;时&#x2F;车，最高80&#x2F;车&#x2F;天&#x0A;小Tips：自驾如果需要停一天还是停P5、P6比较还算，要是只停1、2小时，建议停在P1～P4&#x0A;行程亮点：童话氛围，感觉自己就是小公主&#x0A;最推荐：迪斯尼灯光秀，简直太好看了、太梦幻了，不会你后悔等待那么久的时间。如果想要看到无遮挡美丽的烟花和灯光秀，那么就需要六点半开始在大花坛门口找合适的位置坐下啦！&#x0A;人均消费：500元&#x2F;人,2021-09-29 发布笔记
看了非常多的迪士尼攻略，本南方人终于在冻僵的12月初来上海体验了，算是迪士尼淡季，也是能不排队的主要原因。关于如何半天刷完我感兴趣的热门项目，&#x0A;选择淡季出行，至少据我所知11月至12月初这段时间人较少；&#x0A;购买早享票（一定要买！），早享票可以在微信公众号购买，可以提前一小时也就是8点左右如园，正常游客是9点起入园；&#x0A;机智抢fp、合理安排时间，下载迪士尼官方app，进园后扫描门票二维码可以和同行的伙伴关联游玩组抢项目的快速通行证，快到时间再到项目可以快速通关不需要排长队。&#x0A;讲讲关于我的这次行程吧，首先我觉得我选的这个时机游玩真的非常舒服，一入园抢完10点的飞跃地平线fp后，就去创极速光轮了，完全0排队直接开始玩，这个真的蛮好玩的很刺激，感官也很酷炫。&#x0A;玩完之后我们就四处溜达到城堡附近拍照也是空无一人的状态，拍出来的照片很干净没有人。&#x0A;飞跃地平线真的很值得去玩，我觉得非常震撼做得非常好，全程都发出惊叹声。&#x0A;之后我们都没有抢任何fp，七个小矮人矿山车也是直接玩，这个项目就比较平和，小朋友也可以玩。&#x0A;排队比较久的可能是找玩偶们拍照吧，比较遗憾的是没有找我喜欢的达菲、鸭鸭、奇奇蒂蒂拍照，想去的时候已经不让排队了。但是找公主拍照的时候正好是灰姑娘！还蛮开心的。&#x0A;下午就是佛系玩法，拍拍照，看花车表演，玩维尼熊的探险记等等。&#x0A;我们去的时候正好碰上了晚上有人工降雪，真的超级美。&#x0A;一些注意事项&#x0A;迪士尼可以带水和吃的进去了，可以带些，园区的食物都很贵，中午可以到园区门口的迪士尼小镇吃饭，选择很多也不贵；&#x0A;要带上充电宝，一定会没电的；&#x0A;手机支架不可以带进去，我们本来想带但是被拦下了；&#x0A;凭票可以无数次进出园区的；&#x0A;烟火表演非常好看，很值得，虽然在这个季节的上海真的很冻，一定要看！&#x0A;城堡不一定要在正面拍照，在面对城堡右侧的小路上拍照更好看；上海迪士尼乐团,2021-09-23 发布笔记
非常好的一处游乐场所，什么都好，就是太贵了，大多数孩子去不起,2021-03-01 发布点评
中国大陆唯一一家迪斯尼乐园。吸引着众多游客。黄昏的花车巡游和晚上的烟火是特色。,2021-02-03 发布点评
梦幻感在这里都得到了实现！！喜欢这里,2021-04-29 发布点评
第一次到上海迪斯尼如何玩遍所有项目，最新宝藏攻略来啦！&#x20;#迪士尼乐园,2021-11-17 发布笔记
奇怪，老外搞的游乐场总是能吸引这么多的人流。,2021-03-05 发布点评
陪着可爱的宝贝疯玩了一整天，感觉没有逛够！,2021-01-16 发布点评
年卡需要经常来打卡，百玩不厌的地方。,2021-01-24 发布点评
上海迪士尼乐团非常不错，表演认真。,2021-03-18 发布点评
配合迪士尼的场景，演奏一些迪士尼的经典音乐!天籁之音啊,2021-03-04 发布点评
上海迪士尼乐团这里有很多演出和表演，都很精彩，非常不错,2020-12-15 发布点评
不用出国就能玩到这么多，开心开心,2021-04-21 发布点评
哈哈哈哈哈太喜欢迪士尼了啊太赞了,2021-04-15 发布点评
上海迪士尼乐园表演节目真的很精彩,2021-04-15 发布点评
上海迪士尼乐团演奏，才艺展示丰富多彩，可以去看看的！,2021-01-06 发布点评
可以满足大人小孩的公主梦，非常好玩，非常童话的地方,2020-12-25 发布点评
交通便利，景色宜人，环境优美，性价比高，非常满意,2021-03-07 发布点评
喜欢带家人去渡假，在那里可以得到真正的休息,2021-05-23 发布点评
一个很有名气的乐团，非常适合孩子们超级喜欢,2021-03-04 发布点评
主题公园里的特色乐团，很喜欢，一定会看看！,2021-02-27 发布点评
感觉超好，孩子们非常喜欢😘！！&#x0A;【趣味】,2021-05-31 发布点评
上海迪士尼乐团每天会在米奇大街不定时演出,2021-02-22 发布点评
这里的环境非常好，童话般的世界，太美了！,2021-01-10 发布点评
迪斯尼的音乐响起来，宝贝们的笑声最可爱！,2020-12-23 发布点评
美丽的大中国，美丽的大上海，美丽的魔都,2021-03-17 发布点评
毕竟是要和最喜欢的人一起去的地方之一呀,2021-02-20 发布点评
这里景色伊人是个有趣的地方性价比很高,2021-03-12 发布点评
超级好玩又有趣，老少皆宜玩不够→_→,2021-02-06 发布点评
美国加利福尼亚州橙县的迪士尼乐园一样,2020-12-31 发布点评
这贵的我啊，烧钱的地方，很累很快乐,2021-05-19 发布点评
我就是迪士尼的演职人员！里面每个角落都留下过我的身影！,2020-05-25 发布点评
世界一流的游乐场，很有必要一游。,2021-02-17 发布点评
和朋友一起去的，玩的很开心～～～,2021-01-13 发布点评
游乐游玩的好地方，感觉非常不错的,2021-01-02 发布点评
上海迪士尼乐团的演出非常有趣味,2021-01-10 发布点评
很不错，适合去看看听听走走。。,2020-12-28 发布点评
这个乐园真的像梦幻般的童话般一样，来到这里仿佛自己都回到了童年的时代，小朋友更是难以拒绝的描述朋友呀，各种卡通人物都会在这里出现。,2020-08-03 发布点评
带着孩子来迪士尼过一个欢乐不恐怖的万圣节吧~&#x0A;万圣节的迪士尼夜晚太欢乐啦！&#x0A;00:05&#x20;万圣节反派巡游&#x0A;00:24&#x20;5周年烟花秀&#x0A;好喜欢反派巡游的BGM，中文版的it&#39;s&#x20;halloween太带感啦，可惜找不到清晰版本。&#x0A;.&#x0A;索尼A7C+&#x20;40&#x20;2.5G&#x0A;新入的饼干镜头夜间拍摄还挺不错的，视频基本都是直出。,2021-10-26 发布笔记
#网红打卡地&#x20;#遛娃好去处&#x20;#城市人文手记&#x20;国内亲子游必去的6个地方，你们去过几个？,2021-10-23 发布笔记
&#x20;没有人&#x20;没有人没有人&#x20;哈哈哈真的太爽啦&#x20;来到上海迪士尼是我最期待的而且现在真的不排队&#x20;一张普通门票体验高级别的待遇&#x20;这份迪士尼攻略请收好&#x20;进入景区我是逆时针刷项目&#x20;转圈圈的雷鸣谷漂流这个项目必须得穿雨衣哦而且真的转的我晕头转向爱的魔力转圈圈，&#x20;飞跃地平线真的是好多人推荐我的一个项目&#x20;当你双脚踩在珠穆玛拉峰上，俯瞰林海雪原那种感觉是你从来没有过的&#x20;往前面一走进入加勒比海盗场景让我瞬间跟杰克船长一起作战电影里面的画面浮现眼前但是在结束之前我被卡在这里了不知道是什么狗屎机器坏掉了我被卡在这里大约15分钟最后从虚拟世界马上打入现实体验感瞬间没有了，还好我遇上了七个小矮人当不了在逃公主就当过王子吧&#x20;惊险又刺激还有小矮人跟你互动真的把我童真都换出来了，玩具总动员主题虽然不大但是都很精致&#x20;抱抱龙全程我都没有睁眼睛始终感觉太刺激了，弹簧狗小马车一定要体验反正不排队时间多的是&#x0A;明日世界的极速光轮这个项目我竟然刷了五遍每次进去五分钟真的太香了&#x20;感觉是我坐过起速超快超炫的过山车&#x20;人在前面走魂在后面追&#x20;童话世界里在逃公主的粉色城堡都向往着精致优雅的生活&#x0A;想在塞纳河边的散步，香榭里舍林荫下的低徊但是我等不到晚上的烟花表演了&#x20;&#x0A;白雪公主的话剧真的是看不来但是可以坐下休息一下最后的来滴go高潮部分很棒米老鼠的花车巡游瞬间嗨起来&#x0A;我们每一个人，都希望自己是爱情里的王子和城堡里的公主如果快乐有形状，那一定是&#x20;城堡&#x20;米老鼠&#x20;杰克小飞象那些童年的幻想哦对了还有金刚葫芦娃#安利这家宝藏餐厅&#x20;#超好玩的主题乐园&#x20;#撒野上镜有奖征集,2021-10-09 发布笔记
非常点缀气氛，具有感染力的队伍。成人孩子跟着队伍边喊边笑，熟悉的节奏响起，银幕中的角色出现的你的身边。一切都愉快而美好。,2020-05-20 发布点评
八月底，我们一家三口去的。在携程买了门票，入住酒店时，前台有一个迪士尼专车咨询台，因为排队时间长，怕影响游玩，每人➕了1000块钱，买的速通。第二天四点半起床，五点出发，不到六点到那，队伍已经很长了，但有优先入园的特权，七点半就开始体验项目了。孩子玩了一个泡泡龙，类似U型滑板海盗船，很刺激，我跟孩子爸在下面看包加勒比海盗船不错，七个小矮人矿车比较刺激，但很安全，大人孩子都可以体验，极速光轮是速度致胜，超快。我们一天玩了七个项目。在里面买了一个199拍照项目，第一次去，没看时间，错过了与米奇米妮拍照时间，就拍了两个外景照片，工作人员很热情，一个场景给出了四十多张照片中午去园外吃的，比较划算，园区内用餐太奢侈了，价位太高，外面我们三人一人一份套餐，一共不到200，相对来说很合适了。晚上九点烟花，值得一看，因为孩子困了，我们没有占到好位置，据说要六点就去找位置。烟花进行了一半我们就赶快出园了，怕烟花结束，都是人堆，挤不出来。总体来说体验不错，就是排队，一定要有耐心，有的项目需要180分钟，可以提前下载个电影看，里面有提供免费WIFI。,2019-09-06 发布点评
昨日带孩子游玩《迪士尼乐园》，补图mark下：古迹探索营，漫游童话时光，爱丽丝梦游仙境，疯帽子茶话会，米奇俱乐部，漫威英雄总部，米奇童话专列表演，小飞象，太空幸会史迪奇…热门的飞跃地平线等，快速通道票没领到，排队时间太长没去，稍有遗憾！以后最好选择非周末去，人少点可玩多点项目[偷笑][呲牙],2019-07-20 发布点评
娱乐性强，景色宜人&#x20;值得带小朋友来,2020-11-10 发布点评
一个充满神奇的地方，充满无数神奇！神奇的照片，神奇的时刻，最爱迪士尼大游行，快乐无边的音乐响起，就觉得真得是快乐无边！演职人员都很投入演出，好看的小矮人，长发公主，艾莎和安娜公主！非常好看,2019-10-10 发布点评
「上海迪士尼」全攻略&#x0A;&#x0A;做好准备随时出发-【准备篇】&#x0A;必备：身份证、口罩、手机、充电宝&#x0A;可选：雨衣、零食（面包、糖果、饼干、水等）&#x0A;▲tips：无包可从无包通道快速通行，建议能不带包就不带，或者带一个小布包，进去时把布包揣兜里，其他东西用手拿着走无包通道。&#x0A;通关密码-【门票篇】&#x0A;购买渠道——&#x0A;迪士尼度假区APP&#x0A;上海迪士尼度假区小程序&#x0A;各类旅游APP&#x0A;某宝&#x0A;选好日期对比价格。&#x0A;夏日游园会-【项目篇】&#x0A;飞跃地平线&#x0A;如同在热气球上环游世界，座椅原地升空跟随5D影像身临其境。山林混合青草香，巨龙在脚下穿行。&#x0A;如果喜欢自然，想在万物中穿梭飞行，一定不能错过这趟旅程～&#x0A;创·极速光轮&#x0A;刺激度4星，模拟机车在轨道上疾驰，上演机车版速度与激情。全程在圈数倒数的背景音中向前飞速而过，弯道离心感很重，喜欢刺激项目的朋友可以一试！&#x0A;加勒比海盗&#x0A;排排坐在海盗船中漂流于“海”上，四周影像和置景如同置身宝藏藏身处，还有深水炸弹不经意“炸裂”在船边，巨浪滔天也不要害怕（因为是假的），途中记得随时做好躲雨姿势，但雨势较小（有时间就几滴甚至没有），你也可以淡定拥抱从天而降的“宝藏”哦～&#x0A;不愿再提-【避雷篇】&#x0A;雷鸣山漂流&#x0A;如果觉得自己在转了几十圈后还能忍住不吐的话，可以去尝试一下。在迪斯尼app上这个项目的惊险程度那栏写的是【刺激、急速降落、黑暗、高音量】，怎么说，这些词里只有“高音量”是真实存在的，身边的人比项目本身更可怕系列。个人认为这个项目就是有水版的【旋转蜂蜜罐】。全程玩好后脑子里只有八个字：真的很晕、自找苦吃。&#x0A;注意：去玩这个项目记得提前带雨衣，没带雨衣的话要现场买，且只收现金。&#x0A;（游戏的体验感都是主观感受，还需朋友们自行抉择哦！）,2021-07-13 发布笔记
“全世界都在催你长大，只有迪士尼守着你内心的童话”话不多献上我之前游玩的迪士尼最全攻略&#x0A;建议住宿：迪士尼酒店涨价了如果是学生党不是很推荐哦~可以定一下附近的民宿或者酒店&#x0A;建议时间：避开寒暑假，周六日。假期票是499，平日票370。建议买早享卡99元，提前一小时进园可以玩好几个热门项目啦~&#x0A;事前准备：入园必须要身份证，头饰可以自己提前tb买好背包里带进去，一次性雨衣跟鞋套（漂流用），穿运动鞋&#x0A;游玩顺序时间：6:20坐早班车到停车场，快速走过桥，四个口排队7：00进第一道门，安检搜包，这里提一下搜包不搜身，可以自己带点巧克力小零食在口袋，建议一个人带一瓶水。不准带自拍杆(7：30的时候就可以在app领取飞跃地平线的fp做好准备)&#x0A;接着开第二道门，刷身份证，进园，扫完门票就冲！使劲冲！往右跑，玩可以用fp的大项目飞跃地平线&#x0A;4D效果超震撼，要二刷！这个时候就可以抢七个小矮人的&#x0A;fp了&#x0A;雷鸣山漂流&#x0A;坐旁边会比较容易湿身，备好的一次性雨衣跟鞋套就用到啦&#x0A;加勒比海盗&#x0A;视觉效果满分，感觉也挺震撼的七个小矮人&#x0A;挺刺激的项目，有急速坠落，拐弯等等，这个时候领创极速光轮fp&#x0A;创极速光轮&#x0A;上海迪士尼最刺激的王牌项目，值得二刷。领小飞侠fp。12:00花车巡游，吃点午饭。抢小熊维尼fp小飞侠&#x0A;很适合小朋友玩的项目，很梦幻&#x0A;旋转蜂蜜罐，小熊维尼，百亩森林跟维尼合照~&#x0A;维尼迷必刷，维尼历险记还是挺有趣的也很适合小朋友。&#x0A;旋转木马&#x0A;每次去游乐园我都要玩旋转木马~同时抢创极速光轮fp米奇大街购物，米奇俱乐部，漫威英雄总部拍照，创极速二刷&#x0A;15：45冰雪奇缘演出&#x0A;16：20巴斯光年星际营救&#x0A;17：00风暴来临-杰克船长演出&#x0A;18:00二刷飞跃地平线，吃晚饭，拍拍照~&#x0A;19:00占位看烟花，正中间比较不挡视线。&#x0A;20：00-20：20烟花演出。&#x0A;一天下来玩了不少必刷项目也打卡拍照了，真的很累但是也无敌开心～,2021-06-29 发布笔记
经常带娃出游，谁还没翻车过但就算翻车了，在娃心里去&#x20;上海迪士尼乐团&#x20;也是非常美好的！因为有爱莎啊～&#x0A;———&#x0A;&#x09;&#x0A;翻车第项：&#x0A;入园晚，领不到预约等候卡，热门项目都没玩到！&#x0A;橙子爸爸前一天工作原因我们住虹桥天地，去迪士尼跨座城，到那队伍已经排很长，那天6.24是个常规日，入园都已经中午！各个项目都排长队！有的排2小时！&#x0A;真诚建议：&#x0A;①暑期高峰，人流量可想而知！提前一晚住乐园附近！住酒店要提前定！附近民宿也有班车7点多送去乐园，入园时间是8：30。&#x0A;②下载迪士尼度假APP，入园早先关联门票领预约等候卡，APP上面有告诉你怎么用的，可以让你更合理安排行程！&#x0A;——&#x0A;&#x0A;翻车第项：&#x0A;没带任何干粮，买个热狗都得排长队，想去吃大餐没位置！&#x0A;想着去玩，贵就贵点，但没想到最让人崩溃的是饿着肚子顶着大太阳排队买小吃！午饭想去吃皇家大餐发现是要提前预订，旺季直接去肯定都没位置！吃的快餐，一份饭一杯饮料套餐，价格100左右！&#x0A;真诚建议：&#x0A;①备点食物，一天在里面消耗挺大，难免想吃零食。面包，饼干，饭团，巧克力糖果这些是可以带进乐园的需二次加热，有刺激性气味的食品，含酒精饮品，玻璃器皿食品都是止带入乐园的&#x0A;②未开封矿泉水是可以入园的，喝完瓶子别扔，迪士尼乐园里很多直饮水供应点，都免费的哦！不比里面10元一瓶的水香吗？！&#x0A;——&#x0A;&#x0A;翻车第项：&#x0A;天气预报阴天，结果狂晒，爸爸没涂防晒黑了好几个度！&#x0A;出发正好收到给娃的戴可思防晒霜，顺手放行李箱，当天娃就全副武装了，可忘带大人防晒，想着阴天懒得涂了，结果狂晒娃爸说自己都晒出斑，一直被吐槽跟爸爸一样黑的橙子姐姐，这天下来可算比爸爸白多了！算是试出戴可思的防晒效果了！&#x0A;真诚建议：&#x0A;防晒要做好！看城堡前的表演，巡游等很多时候都在晒！身上抹起来，别小瞧了紫外线！给娃也选择物理防晒霜更安全！遮阳帽，防蚊水都可以备起来！6.24日起的城堡前的夏日表演站的靠前会全身湿透，可自带简单轻薄雨衣！&#x0A;——&#x0A;&#x0A;附上几点须知：&#x0A;可租推车，租带棚的车还能睡觉！&#x0A;入园领地图，游走不盲目！&#x0A;表演时间迪士尼度假APP上都有！&#x0A;排项目前先确认娃有没有尿！&#x0A;&#x20;迪士尼小镇&#x20;也有挺多吃的喝的！,2021-06-28 发布笔记
迪士尼零攻略玩耍｜回家真的好累6.22去了上海迪士尼&#x20;我和我姐妹真的零攻略&#x20;12点才到迪士尼门口&#x20;真的运气太好了&#x20;碰到了一个摄影小哥哥帮我们拍了好多好看的照片&#x20;而且那天人真的不算多了但真的还是累哭了&#x20;可以还是很开心！！！&#x0A;城堡必打卡&#x20;和姐妹男盆友一起拍&#x20;秒变背景图！！&#x0A;&#x20;街景拍照也好好看&#x20;姐妹们可以按照我这个场景去拍&#x20;真的很好看！&#x0A;迪士尼的气球我真的觉得买了没啥用&#x20;厚着脸皮蹭拍[Yeah][Yeah]太可爱了&#x20;姐妹们冲&#x0A;超爱星黛露&#x20;买不了大的就抱着留念吧&#x20;当作拥有过了&#x0A;旋转木马拍拍拍！&#x20;用手机开闪光灯拍也很好看&#x0A;提醒下姐妹们真的做好防晒&#x20;不然真的要被晒伤&#x20;非常热&#x20;我疯狂跑商店&#x20;记得穿一双舒服点的鞋子不然真的要累瘫了我一到酒店就瘫着动不了了&#x20;姐妹们小裙子穿起来都回家了没什么好害羞的&#x20;拍照很好看！&#x0A;#上海迪士尼&#x0A;#迪士尼公主,2021-06-25 发布笔记
一日游，为了孩子，项目一般般的,2021-02-18 发布点评
配合迪士尼的气氛，演奏出一首又一首迪士尼的经典歌曲，余音环绕，好听,2020-11-07 发布点评
一般一般一般一般一般一般一般一般一般一般一般,2021-10-25 发布点评
