PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon, 
2.19,2.42,0.84,0.41,0.16,62.03,0.59,-1.85,272.19,46.13,86122.11,41.9,107.43, 
2.05,2.27,0.79,0.43,0.17,61.35,1.07,-2.16,272.01,46.86,85892.69,41.89,107.62, 
1.98,2.19,0.76,0.38,0.17,61.18,1.45,-2.47,271.92,47.86,85932.41,41.89,107.8, 
1.99,2.2,0.77,0.42,0.17,61.77,1.58,-3.05,272.15,48.29,86460.45,41.89,107.98, 
2.01,2.23,0.8,0.49,0.17,63,1.46,-3.63,272.2,48.53,86813.45,41.88,108.16, 
1.96,2.18,0.83,0.45,0.17,66.77,1.01,-3.89,272.07,48.46,86555.1,41.88,108.34, 
2.03,2.27,1.1,0.56,0.17,66.57,0.63,-4.24,271.28,50.29,85744.88,41.88,108.52, 
2.04,2.29,1.14,0.52,0.17,68.48,0.62,-4.22,270.6,50.79,84666.74,41.87,108.7, 
2.02,2.25,0.96,0.41,0.17,69.17,0.6,-4.44,269.85,52.16,83813.95,41.87,108.88, 
2.03,2.26,0.87,0.34,0.17,69.38,0.96,-4.35,269.63,52.89,83715.07,41.86,109.06, 
2.06,2.29,0.81,0.28,0.17,70.58,1.27,-4.18,269.84,52.69,84022.96,41.86,109.24, 
2.14,2.37,0.79,0.26,0.17,70.68,1.6,-4.27,269.76,53.55,84070.36,41.85,109.42, 
2.29,2.6,0.8,0.28,0.17,70.37,2,-4.49,269.77,54,84175.34,41.84,109.6, 
2.9,3.49,1.53,0.7,0.18,69.82,2.3,-4.72,269.88,53.9,84351.73,41.84,109.78, 
3.13,3.86,1.61,0.79,0.18,69.53,2.43,-4.75,270.02,53.39,84505.95,41.83,109.96, 
3.12,3.99,1.38,0.75,0.18,68.63,2.58,-4.97,270.35,52.93,85130.02,41.83,110.14, 
3.74,5.33,2.47,1.43,0.19,68.18,2.44,-4.63,271.21,50.36,86169.97,41.82,110.32, 
3.99,6.2,2.25,1.3,0.2,69.2,2.05,-4.33,271.56,48.74,86514.73,41.81,110.5, 
4.09,6.8,1.6,0.88,0.19,69.59,2.13,-4.54,271.02,49.39,85881.98,41.81,110.68, 
4.61,8.39,1.42,0.69,0.19,69.75,2.16,-4.54,270.88,49.75,85733.06,41.8,110.86, 
5.24,10.42,1.42,0.66,0.2,70.52,2.08,-4.53,270.76,50.21,85726.48,41.79,111.04, 
5.45,11.88,1.5,0.7,0.21,70.58,2.39,-4.71,270.28,50.79,85285.25,41.78,111.22, 
5.56,12.95,1.57,0.74,0.21,70.51,2.64,-4.89,270.53,49.7,85608.88,41.78,111.4, 
6.2,17.38,2.95,1.33,0.25,70.09,2.53,-4.95,270.93,48.27,86197.1,41.77,111.58, 
6.14,16.03,2.34,1.18,0.23,70.4,2.67,-4.89,270.74,47.11,85989.39,41.76,111.76, 
6.16,15.09,1.88,1.02,0.22,71.1,3.08,-4.78,270.15,46.55,85153.95,41.75,111.93, 
6.23,14.3,1.71,0.9,0.21,71.62,3.58,-5.22,269.54,45.98,84329.53,41.74,112.11, 
6.4,14.88,1.69,0.89,0.21,71.49,3.85,-5.89,269.58,44.61,84461.15,41.73,112.29, 
6.61,15.13,1.81,0.91,0.21,70.21,3.55,-6.02,270.17,42.66,85364.41,41.72,112.47, 
6.92,15.16,1.91,0.92,0.21,69.56,3.43,-6.45,270.54,41.62,86149.12,41.71,112.65, 
7.79,14.15,1.91,0.88,0.2,70.47,3.77,-5.9,270.61,41.54,86361.49,41.7,112.83, 
8.7,13.58,2.17,1.04,0.2,71.05,4.44,-6.24,270.15,41.69,85778.04,41.69,113.01, 
9.39,12.47,2.39,1.19,0.21,71.05,5.04,-6.97,269.64,41.22,85010.22,41.68,113.19, 
10.2,12.31,2.51,1.3,0.21,70.84,5.16,-7.61,269.73,39.53,84951.48,41.67,113.37, 
12.03,14.52,3.55,1.94,0.23,68.14,5,-8.35,270.17,38.44,85492.68,41.66,113.55, 
14.11,16.75,4.12,2.19,0.24,67.82,4.59,-8.31,270.45,38.5,85869.18,41.65,113.73, 
16.14,19.4,4.72,2.4,0.26,66.84,4.04,-8.13,270.68,38.72,86162.39,41.64,113.91, 
18.42,23.16,6.25,3.08,0.29,65.93,3.63,-7.81,271.02,39.19,86660.3,41.63,114.09, 
19.32,24.7,6.17,3.75,0.29,64.8,3.59,-7.86,271.11,40.46,86873.42,41.62,114.27, 
19.85,25.44,5.99,4.12,0.29,64.29,3.69,-8.03,270.85,43.79,86613.97,41.61,114.45, 
20.15,25.39,5.76,4.26,0.29,63.72,3.71,-8.36,270.4,47.31,86141.39,41.59,114.62, 
20.67,25.68,5.86,4.51,0.3,63.17,3.79,-8.41,270.15,49.97,85899.86,41.58,114.8, 
20.91,25.71,5.95,4.73,0.31,63.06,3.83,-8.33,270.38,51.35,86189.26,41.57,114.98, 
22.13,27.08,6.27,5.41,0.32,62.39,3.76,-7.89,270.55,53.08,86208.56,41.56,115.16, 
24.35,29.73,6.93,6.55,0.35,62.04,3.83,-7.34,270.38,55.34,85688.27,41.54,115.34, 
29,35.04,7.68,8.84,0.39,60.84,3.74,-7.54,270.13,58.42,85242.68,41.53,115.52, 
34.95,41.21,8.89,10.91,0.44,60.21,3.07,-7.58,269.79,63.68,84909.38,41.52,115.7, 
40.5,46.59,10.32,12.2,0.47,59.23,2.62,-7.15,269.2,69.81,84110.76,41.5,115.88, 
45.08,51,11.69,13.01,0.49,59.04,3.07,-7.22,268.46,72.52,82828.06,41.49,116.05, 
58.97,65.4,14.98,14.68,0.59,59,2.22,-6.7,269.12,73.48,83648.84,41.47,116.23, 
67.02,75.67,20.4,15.24,0.67,60.22,0.23,-5.94,271.22,69.83,87648.16,41.46,116.41, 
63.9,75.5,25.06,14.19,0.67,62.29,-1.26,-6.76,272.08,67.89,89686.81,41.45,116.59, 
62.23,77.19,30.69,13.6,0.68,64.05,-2.11,-6.95,270.84,71.91,88364.62,41.43,116.77, 
61.29,80.01,35.03,13.91,0.69,64.94,-1.84,-7.13,270.73,73.31,88963.58,41.42,116.95, 
61.33,83.3,38.38,14.34,0.71,65.65,-1.92,-6.97,271.95,70.82,91134.37,41.4,117.12, 
62.53,87.45,40.54,15.52,0.74,65.82,-2.6,-6.51,272.19,71.59,91885.14,41.39,117.3, 
65.69,94.28,41.32,16.83,0.79,65.49,-2.88,-6.37,272.39,73.12,92595.73,41.37,117.48, 
69.37,100.29,43.43,18.4,0.82,64.21,-2.88,-5.91,272.63,73.17,92965.96,41.35,117.66, 
70.04,100.81,42.64,18.23,0.81,63.84,-3.01,-5.27,272.51,72.95,92728.84,41.34,117.83, 
68.08,97.52,40.67,16.92,0.77,63.72,-4.11,-5.82,273.12,67.2,93598.91,41.32,118.01, 
68.09,97.26,40.66,16.34,0.77,63.76,-5.89,-7,272.36,67.64,92887.33,41.31,118.19, 
71.4,101.49,44.02,16.96,0.82,61.75,-6.2,-7.64,270.05,78.13,90741.83,41.29,118.37, 
78.4,114.68,44.4,20.52,0.92,57.43,-4.9,-8.49,269.44,85.95,91111.2,41.27,118.55, 
83.77,121.62,44.21,22.61,0.96,54.59,-3.96,-9.1,269.98,87.54,92250.74,41.25,118.72, 
84.1,118.81,40.19,23.72,0.93,52.9,-3.39,-8.73,269.92,88.98,92353.01,41.24,118.9, 
82.57,111.52,36.51,26.43,0.89,50.65,-2.73,-7.79,270.71,88.91,93874.12,41.22,119.08, 
79.19,100.41,33.45,27.69,0.85,49.46,-2.81,-6.66,271.76,87.35,95847.09,41.2,119.25, 
73.08,86.13,27.69,24.75,0.77,50.51,-3.51,-6.21,272.04,85.1,96293.09,41.18,119.43, 
68.55,75.67,22.42,22.53,0.7,50.78,-4.03,-7.12,272.27,84.44,96828.76,41.17,119.61, 
63.86,68.16,19.21,22.7,0.65,49.25,-4.63,-7.3,272.48,84.72,97287.3,41.15,119.79, 
58.67,61.74,17.29,23.64,0.61,47.24,-4.92,-7.13,271.69,86.85,96127.02,41.13,119.96, 
55.54,58.08,17.42,25.7,0.61,44.42,-4.16,-6.91,271.62,87.55,96278.35,41.11,120.14, 
56.98,59.91,18.89,28.38,0.64,41.14,-3.47,-7.19,272.48,88.18,98329.72,41.09,120.32, 
60.87,64.08,21.05,30.12,0.67,38.84,-3.36,-6.23,272.86,89,99312.87,41.07,120.49, 
65.25,69,23.57,32.35,0.7,36.26,-3.37,-5.88,273.2,89.64,100114.04,41.05,120.67, 
70.21,74.76,26.83,35.17,0.74,33.24,-3.4,-5.35,273.58,90.23,101024.64,41.03,120.85, 
75.74,82.02,31.03,39.11,0.82,28.97,-3.49,-5.29,273.86,90.63,101577.31,41.01,121.02, 
77.67,85.43,26.57,34.82,0.86,30.6,-3.65,-5.16,274.03,91.65,101957.12,40.99,121.2, 
79.96,89.74,22.82,30.35,0.94,32.36,-3.77,-5.01,274.09,92.91,102017.91,40.97,121.37, 
80.91,92.1,23.37,29.5,0.94,32.12,-3.65,-4.73,274.18,93.79,101992.41,40.95,121.55, 
88.14,103.51,27.27,31.97,1.08,26.63,-3.25,-3.28,274.2,97.95,101989.45,40.89,122.08, 
85.37,100,22.83,27.27,1.07,30.22,-2.99,-2.75,274.18,98,101945.96,40.86,122.25, 
81.11,95.13,23.09,27.88,1.03,31.49,-2.56,-2.17,274.47,97.34,101925.4,40.84,122.43, 
72.58,85.09,22.37,26.71,0.93,35.35,-2.44,-0.67,275.05,95.75,101720.12,40.82,122.61, 
54.82,63.59,16.55,16.87,0.69,49.18,-3.19,2.07,275.56,90.48,101126.27,40.8,122.78, 
46.91,53.64,12.44,10.5,0.58,58.19,-4.41,3.7,274.88,89.34,99378.97,40.78,122.96, 
43.55,48.57,10.56,7.79,0.54,63.08,-4.84,4.15,273.35,95.37,97113.09,40.75,123.13, 
45.41,50.65,10.77,7.97,0.55,62.4,-4.54,3.86,272.9,98.24,96867.77,40.73,123.31, 
45.67,51.25,11.08,8.33,0.56,61.38,-4.11,3.28,273.09,97.3,97154.16,40.71,123.48, 
45.81,51.75,11.6,8.77,0.57,60.77,-3.72,2.74,272.74,96.9,96422.01,40.68,123.66, 
48.92,56.08,11.96,9.96,0.61,58.1,-3.21,2.29,272.71,97.77,97224.48,40.66,123.83, 
49.17,56.5,13.41,10.02,0.61,58.27,-2.7,2.13,273.69,95.8,99522.88,40.64,124.01, 
47.81,55.45,13.28,9.58,0.59,59.64,-2.73,2.27,274.35,92.49,100396.74,40.61,124.18, 
45.74,53.56,12.09,8.67,0.57,60.69,-2.96,2.6,274.2,91.28,99452.1,40.59,124.36, 
43.61,51.26,11.69,8.13,0.56,61.89,-2.68,2.7,273.93,90.97,98701.25,40.56,124.53, 
40.23,47.52,11.67,7.73,0.54,62.41,-2.11,2.29,274.26,89.8,99067.77,40.54,124.7, 
37.27,44.13,11.61,7.38,0.49,61.87,-1.99,1.98,275.18,86.41,99973.98,40.51,124.88, 
1.2,1.26,0.29,0.39,0.15,77.24,1.81,-0.75,262.42,72.7,60222.43,38.56,74.02, 
1.42,1.49,0.34,0.33,0.15,78.78,5.47,2.83,261.71,77.07,58467.75,38.68,74.51, 
1.41,1.48,0.35,0.36,0.15,80.4,6.33,3.16,264.06,66.81,59869.24,38.72,74.68, 
1.4,1.47,0.37,0.42,0.15,79.68,5.16,2.5,268.24,53.49,63397.51,38.75,74.85, 
1.42,1.5,0.37,0.42,0.14,81.24,6.01,4.09,267.55,57.43,62617.29,38.79,75.01, 
1.39,1.46,0.33,0.41,0.14,79.85,5.3,2.74,268.03,56.7,62459.57,38.83,75.18, 
2.53,2.64,0.28,0.51,0.14,69.04,2.41,-1.53,272.89,51.55,68245.3,38.87,75.35, 
3.89,4.05,0.38,0.54,0.14,68.41,2.61,-2.37,278.9,39.09,75501.99,38.9,75.51, 
5.33,5.57,0.6,0.68,0.14,67.43,4.27,-2.86,282.36,34.28,79804.19,38.94,75.68, 
7.55,8,1.17,1.12,0.15,64.83,5.87,-3.49,285.42,30.59,83316.31,38.98,75.85, 
11.18,11.9,2.02,1.8,0.17,62.13,6.2,-4.01,287.96,28.11,86248.62,39.01,76.02, 
18.31,19.3,2.73,2.43,0.19,58.26,5.09,-4.12,288.77,27.92,87143.14,39.05,76.18, 
26.62,27.72,2.91,2.48,0.19,55.58,2.82,-3.57,289.4,26.64,87496.61,39.09,76.35, 
32.72,33.85,2.98,2.45,0.19,53.29,0.68,-3.37,289.75,24.94,87600.13,39.12,76.52, 
37.46,38.45,2.85,2.22,0.18,51.66,-0.78,-3.39,289.9,23.39,87729.09,39.16,76.69, 
41.75,42.55,2.54,1.87,0.17,51.2,-2.27,-3.03,289.78,22.91,87847.85,39.19,76.86, 
48.4,49.05,1.95,1.43,0.17,50.83,-4.1,-2.11,289.75,22.34,87899.79,39.23,77.02, 
53.52,54.12,1.73,1.27,0.16,50.67,-5.78,-1,289.8,21.94,87931.41,39.26,77.19, 
55.31,55.92,1.76,1.32,0.16,50.11,-6.8,-0.5,289.91,21.83,88021.83,39.3,77.36, 
55.51,56.15,1.81,1.41,0.17,49.14,-7.52,-0.32,289.99,21.78,88166.98,39.33,77.53, 
54.96,55.57,1.79,1.35,0.16,49.3,-8.17,-0.3,289.99,21.74,88245.35,39.37,77.7, 
53.75,54.31,1.66,1.21,0.16,49.66,-8.72,-0.19,289.99,21.76,88275.78,39.4,77.87, 
51.91,52.4,1.57,1.04,0.16,50.21,-9.18,-0.27,289.96,21.99,88349.98,39.44,78.04, 
49.67,50.14,1.6,0.97,0.16,50.62,-9.57,-0.52,289.9,22.43,88436.77,39.47,78.21, 
47.25,47.72,1.69,1,0.16,50.98,-9.84,-0.89,289.81,22.73,88514.83,39.5,78.38, 
45.27,45.77,1.74,1.01,0.16,51.22,-9.9,-1.27,289.78,22.9,88614.98,39.54,78.55, 
44.42,44.96,1.79,1,0.16,51.7,-9.68,-1.66,289.6,23.27,88598.91,39.57,78.72, 
44.5,45.04,1.78,0.97,0.16,51.26,-9.04,-1.95,289.28,23.8,88481.26,39.6,78.89, 
45.21,45.75,1.74,0.94,0.16,51,-8.26,-1.96,289.23,23.8,88613.12,39.63,79.06, 
47.29,47.83,1.68,0.89,0.16,51.12,-7.82,-1.86,289.43,23.22,88883.21,39.67,79.23, 
50.04,50.58,1.65,0.87,0.16,51.31,-7.57,-1.91,289.47,22.89,89000.86,39.7,79.4, 
47.26,47.8,1.63,0.88,0.16,51.69,-7.19,-2,289.49,22.25,89058,39.73,79.57, 
46.8,47.33,1.6,0.87,0.16,52.1,-6.7,-2.05,289.57,21.48,89131.03,39.76,79.74, 
48.87,49.38,1.51,0.82,0.16,52.48,-6.09,-1.81,289.67,20.57,89111.62,39.8,79.91, 
53.83,54.29,1.33,0.69,0.16,53.07,-5.32,-1.14,289.82,19.74,89017.72,39.83,80.08, 
63.32,63.69,1.03,0.45,0.15,53.78,-4.65,-0.11,290.13,19.18,89081.98,39.86,80.25, 
72.35,72.64,0.76,0.21,0.15,54.25,-4.52,1.08,290.59,18.92,89264.34,39.89,80.42, 
73.29,73.57,0.72,0.17,0.15,54.73,-4.69,1.91,290.94,19.01,89377.67,39.92,80.59, 
71.44,71.72,0.73,0.17,0.15,55.19,-4.77,2.32,291.01,19.44,89426.07,39.95,80.76, 
68.91,69.19,0.75,0.17,0.15,55.67,-4.76,2.46,291,19.96,89427.8,39.98,80.94, 
66.29,66.56,0.76,0.17,0.15,56.1,-4.71,2.44,290.92,20.56,89444.29,40.01,81.11, 
63.71,63.98,0.78,0.17,0.15,56.41,-4.62,2.45,290.89,21.14,89521.56,40.04,81.28, 
61.28,61.55,0.79,0.17,0.15,56.61,-4.53,2.47,290.82,21.74,89565.79,40.07,81.45, 
58.92,59.19,0.8,0.16,0.15,56.82,-4.45,2.59,290.75,22.28,89599.8,40.1,81.62, 
56.49,56.75,0.82,0.16,0.15,57.06,-4.39,2.69,290.73,22.74,89686.45,40.13,81.8, 
53.89,54.15,0.83,0.14,0.15,57.39,-4.39,2.81,290.7,23.11,89737.19,40.16,81.97, 
51.19,51.46,0.84,0.13,0.15,57.8,-4.36,2.86,290.67,23.43,89785.84,40.19,82.14, 
48.49,48.76,0.87,0.13,0.15,58.28,-4.31,2.84,290.68,23.68,89923.51,40.22,82.31, 
45.86,46.13,0.89,0.13,0.15,58.79,-4.3,2.75,290.71,23.89,90084.42,40.24,82.49, 
43.34,43.62,0.91,0.13,0.15,59.3,-4.31,2.6,290.74,24.04,90209.55,40.27,82.66, 
40.96,41.23,0.93,0.13,0.15,59.83,-4.33,2.44,290.76,24.12,90300.35,40.3,82.83, 
38.68,38.96,0.96,0.13,0.15,60.4,-4.43,2.32,290.81,24.07,90387.12,40.33,83, 
36.52,36.79,0.98,0.13,0.15,61,-4.58,2.23,290.86,23.95,90432.66,40.36,83.18, 
34.47,34.75,1,0.14,0.15,61.61,-4.65,2.13,290.86,23.88,90438.31,40.38,83.35, 
32.54,32.82,1.03,0.15,0.15,62.21,-4.63,1.97,290.86,23.85,90491,40.41,83.52, 
30.76,31.04,1.05,0.17,0.15,62.68,-4.63,1.81,290.86,23.81,90544.48,40.44,83.7, 
29.02,29.31,1.07,0.18,0.15,63.19,-4.65,1.76,290.8,23.85,90532.58,40.46,83.87, 
27.32,27.61,1.08,0.2,0.15,63.68,-4.57,1.74,290.72,23.95,90546.29,40.49,84.04, 
25.55,25.84,1.1,0.23,0.15,64.19,-4.38,1.66,290.71,23.97,90663.56,40.52,84.22, 
23.71,24,1.12,0.21,0.15,64.7,-4.24,1.52,290.79,23.84,90818.23,40.54,84.39, 
21.93,22.22,1.15,0.16,0.15,65.15,-4.26,1.33,290.89,23.61,90944.24,40.57,84.57, 
20.33,20.63,1.17,0.16,0.15,65.5,-4.39,1.14,290.92,23.49,90959.95,40.59,84.74, 
18.82,19.12,1.19,0.18,0.15,65.86,-4.38,0.94,290.86,23.59,90947.09,40.62,84.91, 
17.32,17.62,1.21,0.21,0.15,66.25,-4.28,0.76,290.87,23.63,91078.26,40.65,85.09, 
15.82,16.12,1.22,0.22,0.15,66.7,-4.28,0.71,291.01,23.46,91220.29,40.67,85.26, 
14.35,14.65,1.22,0.23,0.15,66.74,-4.3,0.73,291.02,23.74,91246.31,40.69,85.44, 
12.96,13.25,1.2,0.24,0.15,67.27,-4.39,0.72,291.11,23.44,91207.34,40.72,85.61, 
11.63,11.91,1.17,0.25,0.15,67.86,-4.51,0.64,291.18,23.22,91186.89,40.74,85.79, 
10.39,10.67,1.16,0.26,0.15,68.28,-4.59,0.6,291.23,23,91214.42,40.77,85.96, 
9.27,9.55,1.15,0.3,0.15,68.38,-4.59,0.71,291.17,23.23,91248.75,40.79,86.14, 
8.24,8.52,1.16,0.34,0.15,68.78,-4.75,0.91,291.29,22.72,91279.12,40.82,86.31, 
7.3,7.59,1.16,0.4,0.16,69.23,-5.1,1.07,291.43,22.18,91281.59,40.84,86.49, 
6.52,6.81,1.18,0.47,0.16,69.77,-5.46,1.11,291.62,21.56,91309.07,40.86,86.66, 
5.9,6.19,1.19,0.51,0.16,70.12,-5.85,0.96,291.87,20.9,91412.49,40.89,86.84, 
5.38,5.66,1.21,0.51,0.16,72.01,-6.04,0.86,291.98,20.64,91493.47,40.91,87.01, 
4.95,5.22,1.19,0.4,0.15,72.67,-6.31,0.69,292.24,20.18,91547.3,40.93,87.19, 
4.6,4.87,1.19,0.31,0.15,73.05,-6.67,0.16,292.47,19.81,91589.89,40.95,87.37, 
4.31,4.58,1.2,0.29,0.15,73.27,-7.13,-0.67,292.74,19.47,91674.88,40.97,87.54, 
4.07,4.34,1.21,0.28,0.15,73.37,-7.82,-1.54,292.7,19.49,91433.05,41,87.72, 
3.89,4.16,1.21,0.27,0.15,73.43,-8.47,-2.59,291.81,20.4,90296.74,41.02,87.89, 
3.76,4.03,1.22,0.25,0.16,73.45,-8.59,-3.76,290.04,22.49,88436.66,41.04,88.07, 
3.64,3.91,1.23,0.25,0.16,73.39,-7.8,-4.72,288.42,24.82,87051.45,41.06,88.25, 
3.48,3.75,1.22,0.26,0.16,73.22,-6.55,-5.29,288.04,25.83,87221.58,41.08,88.42, 
3.24,3.5,1.19,0.26,0.16,72.78,-5.63,-5.21,288.26,26.01,88051.45,41.1,88.6, 
2.96,3.21,1.14,0.18,0.16,72.37,-5.4,-4.17,288.59,25.62,88727.46,41.12,88.77, 
2.77,3.01,1.1,0.17,0.16,71.95,-6.25,-2.92,289.42,23.84,89290.68,41.14,88.95, 
2.64,2.87,1.07,0.17,0.16,71.76,-7.62,-2.73,289.7,23.01,88936.72,41.16,89.13, 
2.53,2.75,1.04,0.17,0.16,71.84,-8.07,-2.82,288.57,24.07,87330.66,41.18,89.3, 
2.41,2.63,1,0.16,0.16,72.14,-7.67,-2.7,286.94,25.84,85431.64,41.2,89.48, 
2.29,2.5,0.97,0.16,0.16,72.65,-6.97,-2.11,286.08,26.43,84458.67,41.22,89.66, 
2.14,2.34,0.92,0.16,0.16,73.33,-6.29,-1.33,286.12,25.63,84590.66,41.24,89.84, 
2,2.19,0.88,0.16,0.16,74.13,-5.79,-0.9,286.45,24.82,85164.96,41.26,90.01, 
1.9,2.08,0.84,0.16,0.16,74.15,-5.18,-1.37,287.01,24.44,86249.78,41.28,90.19, 
1.84,2.02,0.82,0.17,0.16,73.98,-5.03,-1.98,287.8,23.89,87662.3,41.3,90.37, 
1.8,1.97,0.8,0.19,0.16,73.72,-5.49,-2.13,288.43,23.15,88510.51,41.32,90.54, 
1.76,1.93,0.79,0.2,0.16,73.3,-5.67,-2.18,288.73,22.71,88889.13,41.33,90.72, 
1.74,1.91,0.77,0.21,0.16,72.9,-5.47,-2.31,288.98,22.56,89493.55,41.35,90.9, 
1.73,1.89,0.76,0.23,0.16,72.54,-5.48,-2.38,289.45,21.95,90180.7,41.37,91.08, 
1.72,1.88,0.74,0.25,0.16,72.23,-5.81,-2.2,289.73,21.34,90433.61,41.39,91.25, 
1.71,1.87,0.73,0.27,0.16,71.92,-6.17,-1.9,289.71,21.13,90259.51,41.41,91.43, 
1.72,1.87,0.73,0.28,0.16,71.67,-6.21,-1.96,289.35,21.49,89914.83,41.42,91.61, 
1.72,1.87,0.72,0.22,0.16,71.75,-6,-2.11,289.06,21.77,89812.72,41.44,91.79, 
1.73,1.89,0.72,0.2,0.16,71.78,-5.7,-2.05,288.8,22.01,89721.16,41.46,91.97, 
1.76,1.91,0.72,0.17,0.16,71.84,-5.22,-1.73,288.4,22.4,89465.85,41.47,92.14, 
1.78,1.94,0.73,0.17,0.16,71.89,-4.64,-1.27,288.08,22.74,89284.66,41.49,92.32, 
1.81,1.97,0.73,0.18,0.16,71.9,-4.09,-1,287.86,23.03,89150.73,41.5,92.5, 
1.84,2,0.73,0.19,0.16,71.64,-3.72,-0.82,287.72,23.18,88990.3,41.52,92.68, 
1.87,2.03,0.74,0.2,0.16,71.13,-3.4,-0.5,287.48,23.26,88664.97,41.53,92.86, 
1.89,2.06,0.74,0.23,0.16,70.46,-2.98,-0.17,287.2,23.26,88429.89,41.55,93.03, 
1.92,2.08,0.73,0.24,0.16,70.06,-2.6,0.35,287.17,22.5,88291.22,41.56,93.21, 
1.98,2.14,0.74,0.24,0.16,70.4,-2.47,1.25,287.26,21.38,88066.88,41.58,93.39, 
2.04,2.2,0.74,0.25,0.16,70.35,-2.34,1.92,287.39,20.69,87902.77,41.59,93.57, 
2.09,2.25,0.74,0.28,0.16,70.04,-2.12,2.16,287.43,20.42,87739,41.61,93.75, 
2.08,2.24,0.71,0.29,0.16,68.83,-2.54,2.46,287.52,20.09,87534.98,41.62,93.93, 
2.09,2.24,0.71,0.3,0.16,69.89,-3.37,2.83,287.37,19.78,87119.41,41.64,94.11, 
2.31,2.47,0.75,0.33,0.16,71.63,-3.44,3.19,286.76,20.03,86413.27,41.65,94.29, 
2.66,2.82,0.76,0.36,0.16,70.9,-3.27,3.75,286.15,20.44,85497.61,41.66,94.46, 
3.12,3.27,0.75,0.4,0.16,69.32,-3.7,4.96,285.26,21.07,84293.22,41.68,94.64, 
3.52,3.67,0.75,0.43,0.16,69.95,-3.61,5.71,284.32,21.88,83378.77,41.69,94.82, 
3.78,3.94,0.73,0.48,0.16,70.14,-3.31,5.71,283.86,22.48,82881.51,41.7,95, 
3.96,4.11,0.69,0.51,0.16,70.39,-3.41,5.44,283.18,23.37,82126.08,41.71,95.18, 
4.13,4.27,0.65,0.48,0.16,71.56,-3.1,5.18,282.38,24.49,81314.89,41.73,95.36, 
4.3,4.42,0.58,0.34,0.16,71.63,-2.74,5.34,282.07,24.83,80868.51,41.74,95.54, 
4.57,4.68,0.51,0.28,0.16,71.49,-2.73,5.61,281.71,25.18,80450.83,41.75,95.72, 
4.98,5.09,0.49,0.28,0.16,71.27,-2.8,5.96,280.94,25.91,79783.43,41.76,95.9, 
5.54,5.63,0.46,0.28,0.16,70.8,-2.51,6.28,279.98,26.8,78992.04,41.77,96.08, 
6.29,6.37,0.44,0.28,0.16,69.91,-1.89,6.5,279.29,27.44,78490.79,41.79,96.26, 
7.34,7.42,0.41,0.28,0.16,69.38,-1.33,6.54,279.6,26.6,79177.84,41.8,96.44, 
8.85,8.93,0.38,0.3,0.16,68.86,-1.25,6.37,280.73,24.57,80727.2,41.81,96.62, 
11.28,11.35,0.36,0.29,0.16,67.86,-1.7,6.45,281.74,22.81,81857.94,41.82,96.79, 
15.87,15.93,0.33,0.26,0.16,65.88,-2.6,6.66,282.29,21.82,82439.1,41.83,96.97, 
22.45,22.51,0.31,0.23,0.17,63.76,-3.75,6.62,282.14,21.54,82995.12,41.84,97.15, 
30.88,30.94,0.31,0.21,0.17,61.28,-4.25,6.4,281.44,22.51,83796.09,41.85,97.33, 
39.54,39.59,0.32,0.24,0.17,59.4,-4.32,6.24,281.29,23.43,84674.4,41.86,97.51, 
46.42,46.48,0.33,0.27,0.17,58.36,-5.11,6.27,281.61,22.98,84836.53,41.87,97.69, 
52.75,52.8,0.35,0.29,0.17,57.29,-5.88,6.25,281.17,23.24,84224.11,41.88,97.87, 
59.5,59.56,0.36,0.32,0.17,55.58,-6.07,5.84,280.7,23.64,84073.3,41.88,98.05, 
66.99,67.05,0.38,0.35,0.17,55.07,-6.35,5.29,280.39,23.52,84407.54,41.89,98.23, 
74.44,74.5,0.41,0.37,0.17,55.29,-6.5,5.02,280,23.34,84745.88,41.9,98.41, 
81.18,81.24,0.43,0.38,0.17,54.88,-6.46,4.69,280.13,22.46,85466.7,41.91,98.59, 
87.07,87.14,0.43,0.38,0.17,53.89,-6.61,4.2,280.64,21.17,86456.8,41.92,98.77, 
92.63,92.69,0.45,0.41,0.17,53.75,-6.64,3.67,280.94,20.23,87299.26,41.92,98.95, 
97.54,97.61,0.46,0.44,0.17,53.66,-6.34,3.31,281.33,19.38,88113.12,41.93,99.13, 
102.06,102.12,0.47,0.47,0.17,53.57,-6,3.01,282.02,18.38,89268.63,41.94,99.31, 
105.53,105.59,0.48,0.48,0.17,53.56,-5.79,2.83,282.91,17.22,90555.42,41.95,99.49, 
106.97,107.03,0.49,0.49,0.17,53.61,-5.86,2.99,283.44,16.42,91281.92,41.95,99.67, 
105.93,105.99,0.49,0.48,0.17,53.94,-6.1,3.38,283.39,16.21,91328.18,41.96,99.85, 
102.01,102.07,0.48,0.44,0.17,54.52,-6.38,3.53,283.1,16.27,91194.1,41.97,100.03, 
96.1,96.15,0.48,0.43,0.17,55.12,-6.61,3.42,282.87,16.28,91228.35,41.97,100.21, 
89.6,89.65,0.48,0.41,0.17,55.8,-6.82,3.24,282.65,16.34,91315.12,41.98,100.4, 
